Datum,BundeslandID,Name,BestaetigteFaelleBundeslaender,Todesfaelle,Genesen,Hospitalisierung,Intensivstation,Testungen,TestungenPCR,TestungenAntigen,TestungenPCRTaeglich,HospitalisierungTaeglich,Neuinfektionen,Positivrate
2021-05-17,6,Steiermark,78122,2047,74276,188.0,26,4336839,714486,3622353,1467.0,8.0,94.0,6407.634628493524
2021-05-17,7,Tirol,62382,627,60757,67.0,25,3832350,915335,2917015,2848.0,1.0,120.0,4213.483146067416
2021-05-17,8,Vorarlberg,29819,301,28500,28.0,9,2440424,249161,2191263,781.0,1.0,34.0,4353.393085787452
2021-05-17,9,Wien,137532,2294,134900,250.0,93,8125236,4297285,3827951,58705.0,-8.0,71.0,120.94370155864065
2021-05-17,10,Österreich,638155,10499,618798,899.0,275,36840818,9595478,27245340,71481.0,-5.0,582.0,814.202375456415
2021-05-18,1,Burgenland,18191,337,17670,21.0,8,1548756,219627,1329129,471.0,-1.0,29.0,6157.112526539278
2021-05-18,2,Kärnten,39713,813,38413,34.0,1,1350222,297511,1052711,427.0,-1.0,58.0,13583.138173302108
2021-05-18,3,Niederösterreich,108762,1771,104876,143.0,56,8316175,1814099,6502076,6996.0,-8.0,158.0,2258.4333905088624
2021-05-18,4,Oberösterreich,115088,1736,112122,112.0,43,5136216,718680,4417536,2041.0,-5.0,148.0,7251.3473787359135
2021-05-18,5,Salzburg,49003,576,47780,38.0,13,1943649,380503,1563146,1274.0,-3.0,64.0,5023.547880690738
2021-05-18,6,Steiermark,78229,2048,74516,174.0,28,4399664,717418,3682246,2932.0,-14.0,107.0,3649.3860845839017
2021-05-18,7,Tirol,62470,628,60844,64.0,26,3845363,918350,2927013,3015.0,-3.0,88.0,2918.7396351575458
2021-05-18,8,Vorarlberg,29876,301,28590,27.0,6,2458279,250017,2208262,856.0,-1.0,57.0,6658.878504672897
2021-05-18,9,Wien,137722,2298,133981,240.0,86,8239058,4385268,3853790,87983.0,-10.0,190.0,215.95080867894933
2021-05-18,10,Österreich,639054,10508,618792,853.0,267,37237382,9701473,27535909,105995.0,-46.0,899.0,848.1532147742818
2021-05-19,1,Burgenland,18200,338,17684,23.0,9,1563307,220246,1343061,619.0,2.0,9.0,1453.9579967689822
2021-05-19,2,Kärnten,39763,814,38450,29.0,1,1352816,299252,1053564,1741.0,-5.0,50.0,2871.9126938541067
2021-05-19,3,Niederösterreich,108848,1778,105024,137.0,55,8400686,1823319,6577367,9220.0,-6.0,86.0,932.7548806941431
2021-05-19,4,Oberösterreich,115184,1739,112272,97.0,39,5202123,719694,4482429,1014.0,-15.0,96.0,9467.455621301775
2021-05-19,5,Salzburg,48987,578,47834,40.0,15,1968147,381421,1586726,918.0,2.0,39.0,2940.1705131727863
2021-05-19,6,Steiermark,78319,2048,74694,152.0,26,4456349,719508,3736841,2090.0,-22.0,90.0,4306.2200956937795
2021-05-19,7,Tirol,62559,628,60918,58.0,24,3862170,922863,2939307,4513.0,-6.0,89.0,1972.0806558830047
2021-05-19,8,Vorarlberg,29910,301,28627,25.0,6,2480216,250658,2229558,641.0,-2.0,34.0,5304.21216848674
2021-05-19,9,Wien,137846,2303,134253,221.0,77,8340220,4447794,3892426,62526.0,-19.0,124.0,198.31749992003327
2021-05-19,10,Österreich,639616,10527,619756,782.0,252,37626034,9784755,27841279,83282.0,-71.0,562.0,674.8156864628611
2021-05-20,1,Burgenland,18229,338,17716,18.0,8,1574418,220906,1353512,660.0,-5.0,29.0,4393.939393939394
2021-05-20,2,Kärnten,39797,814,38523,31.0,3,1359493,299577,1059916,325.0,2.0,34.0,10461.538461538461
2021-05-20,3,Niederösterreich,108926,1778,105157,134.0,57,8442978,1831241,6611737,7922.0,-3.0,78.0,984.5998485231003
2021-05-20,4,Oberösterreich,115353,1739,112448,92.0,38,5242055,721057,4520998,1363.0,-5.0,169.0,12399.1195891416
2021-05-20,5,Salzburg,49001,578,47891,37.0,16,1987040,383055,1603985,1634.0,-3.0,14.0,856.7931456548348
2021-05-20,6,Steiermark,78432,2051,74937,143.0,23,4498321,721208,3777113,1700.0,-9.0,113.0,6647.058823529412
2021-05-20,7,Tirol,62628,629,61070,54.0,24,3975707,925845,3049862,2982.0,-4.0,69.0,2313.883299798793
2021-05-20,8,Vorarlberg,29962,302,28675,21.0,7,2498381,251478,2246903,820.0,-4.0,52.0,6341.463414634146
2021-05-20,9,Wien,137965,2305,134420,177.0,58,8471793,4542807,3928986,95013.0,-44.0,119.0,125.24601896582573
2021-05-20,10,Österreich,640293,10534,620837,707.0,234,38050186,9897174,28153012,112419.0,-75.0,677.0,602.2113699641519
2021-05-21,1,Burgenland,18231,338,17731,18.0,8,1602084,221489,1380595,583.0,0.0,2.0,343.0531732418525
2021-05-21,2,Kärnten,39831,814,38603,29.0,2,1360969,300069,1060900,492.0,-2.0,34.0,6910.569105691057
2021-05-21,3,Niederösterreich,109032,1780,105314,126.0,53,8558956,1837419,6721537,6178.0,-8.0,106.0,1715.7656199417288
2021-05-21,4,Oberösterreich,115474,1739,112648,80.0,36,5296575,722160,4574415,1103.0,-12.0,121.0,10970.081595648233
2021-05-21,5,Salzburg,49016,578,47996,33.0,16,2019534,383519,1636015,464.0,-4.0,15.0,3232.7586206896553
2021-05-21,6,Steiermark,78524,2053,75138,137.0,24,4570020,722943,3847077,1735.0,-6.0,92.0,5302.593659942363
2021-05-21,7,Tirol,62707,630,61150,48.0,23,3993726,928984,3064742,3139.0,-6.0,79.0,2516.7250716788785
2021-05-21,8,Vorarlberg,29986,302,28777,16.0,7,2529280,252204,2277076,726.0,-5.0,24.0,3305.785123966942
2021-05-21,9,Wien,138075,2307,134641,192.0,73,8598393,4623577,3974816,80770.0,15.0,110.0,136.18917915067476
2021-05-21,10,Österreich,640876,10541,621998,679.0,242,38529537,9992364,28537173,95190.0,-28.0,583.0,612.4592919424309
2021-05-22,1,Burgenland,18228,338,17740,18.0,9,1614604,221583,1393021,94.0,0.0,2.0,390.8248322349614
2021-05-22,2,Kärnten,39854,814,38677,24.0,1,1361273,300350,1060923,281.0,-5.0,23.0,8185.053380782918
2021-05-22,3,Niederösterreich,109102,1781,105473,117.0,52,8631708,1842380,6789328,4961.0,-9.0,70.0,1411.005845595646
2021-05-22,4,Oberösterreich,115564,1741,112791,81.0,37,5337719,723022,4614697,862.0,1.0,90.0,10440.835266821347
